3ehx_A -2.292_-4.242_-5.148
3gs7_AB 20.996_42.058_6.378
3ual_A -15.633_-2.728_23.510
5jcb_ABCDEF -17.574_65.768_-43.431
6rmm_ABCDR 90.529_-39.633_18.323
5n8j_ABCDOP -0.969_11.978_-0.006
3r6u_A -5.332_4.044_-21.019
4mic_A 35.498_24.120_30.328
1bgq_A 16.659_-3.170_-5.553
2b1q_AB 45.674_0.269_96.205
6cvd_AB -14.194_-29.042_39.695
6f6n_ABC -45.531_13.555_-6.985
5jeo_A -48.532_-2.776_-0.433
3wd1_A -21.681_1.587_-28.998
4qht_ABCDEFG -23.949_45.818_42.493
5e0a_ABCD -25.586_-32.645_-21.962
6mmq_ABD 0.364_-14.189_1.024
5u5k_A 19.780_-2.437_9.265
2p93_AL 8.352_41.992_61.021
2qrg_A 34.542_23.284_29.128
2lzg_A 9.330_2.777_2.189
3qi3_AB 76.288_51.855_41.782
5c1w_A 3.893_13.842_42.484
1xr8_AB 24.410_27.183_37.176
4i6h_A 10.340_7.159_10.472
3qs1_ABCD 26.795_-10.424_4.587
5l2y_HL 5.995_37.284_24.369
1msn_AB 16.258_23.223_17.046
3k97_A 68.363_78.665_24.497
5yf1_AB -42.296_45.149_-3.523
6bln_A -4.314_-46.780_-7.687
2i4w_AB 14.850_21.534_15.951
4hct_A 3.844_8.551_19.110
3eqb_A 40.667_-12.812_5.166
5u0f_A 17.203_4.097_14.408
3a2c_ABCDEFGHIJKL 98.823_110.977_97.132
5mi6_A 31.221_6.001_13.617
6bhe_A 51.094_-2.975_56.113
5lt9_A -9.931_27.842_13.999
2ltw_A -7.777_0.234_-0.592
5wyz_ABCDEFGH 60.296_-29.507_33.968
1ft4_AB 19.581_-3.264_22.963
1qxw_A 3.851_3.964_-3.839
1g3d_A 43.160_-2.694_28.899
1dgm_A -0.380_9.857_15.957
2zir_AB 15.864_130.645_1.052
6gih_A -133.885_-187.552_306.748
4z7i_AEFGH -5.836_27.270_5.448
4bcm_AB 4.385_23.186_23.763
4ui7_AC -39.028_-12.176_11.864
6gjl_A -1.730_17.608_-6.337
6f3i_A -20.692_-38.853_-12.890
2amv_A 27.655_1.178_52.020
3zlk_AB 36.014_3.225_10.528
4f3k_AB -4.753_-0.987_19.785
6fex_A -14.991_-4.719_-13.130
5v7i_AB -38.969_69.199_4.904
5jaz_AB 1.316_12.448_19.111
6mub_ABHKLM 15.883_-16.181_-61.063
4wyz_A 4.532_-23.580_-29.132
2zlf_A 18.686_23.308_1.054
3qxp_A -65.646_80.698_83.788
2jdn_ABCD 38.257_3.715_-3.815
6dgy_AB 71.213_56.970_16.904
5ybe_A 38.136_-1.172_117.517
3ftz_A 25.503_0.770_1.591
4abd_A 2.614_-13.606_16.473
2zit_AB 5.644_-5.981_92.366
6q73_A -8.427_-30.293_24.106
2ay9_AB 93.676_17.802_-2.122
4py4_AB -21.854_-11.894_14.667
3o5x_A 31.898_3.976_-1.334
2i6a_A 8.603_-19.505_21.520
4yvz_AB 12.959_-37.803_40.472
5elq_A 49.275_22.830_61.494
2q7y_ABEF -14.944_4.681_3.239
3in3_A 12.981_-6.633_16.436
5ksu_AB -18.413_21.711_52.260
3t5u_A -5.440_2.434_15.741
4yym_AB -3.266_43.127_6.109
5ujo_A 0.060_-9.925_-25.344
2ow7_A 30.526_65.723_8.265
1rjk_AC 62.212_3.236_-3.807
5j3l_A 12.590_28.414_2.675
4erf_A -14.393_0.018_-17.020
1t46_A 25.763_26.438_39.258
3g32_A -6.173_52.705_11.687
3ara_ABC 6.337_11.034_-17.231
2vmd_A 3.352_13.500_8.526
6ha4_A 0.390_4.057_14.768
4w7p_AB -15.406_45.002_-5.036
6v1c_AB 13.098_1.665_-7.593
1rr6_A 2.569_18.317_25.066
5drr_A -25.909_15.221_-5.720
2iqg_A 13.358_-4.247_17.615
2bdf_A 12.455_13.965_-10.117
4pkv_A 8.449_18.548_27.505
5dey_A 18.267_-14.659_12.773
2w73_ABK -3.018_-10.522_30.679
4k66_ABI 7.971_16.376_35.324
2rin_A 16.434_3.142_15.976
3ftw_A 13.136_-0.873_1.352
2w0p_AB 15.277_22.052_34.059
3ip8_A 1.358_14.723_17.880
1pbq_A 5.799_37.736_-16.944
1ahx_AB -9.362_54.164_24.351
3r8v_A -65.709_-80.182_-84.118
1qf0_A 36.610_39.828_-3.498
3lpg_AB -25.758_7.452_-5.979
5ct2_AB 15.070_16.444_31.902
5arf_A 13.470_-13.031_-5.979
1gmy_C 41.646_82.222_33.691
3msj_A -18.366_-92.389_12.754
5e80_B -0.935_-5.113_-4.430
3mho_A -3.249_3.605_14.204
5mw2_A 14.262_17.127_14.010
3jzs_A -16.776_2.623_1.207
5eiw_A 21.703_49.520_-10.501
1wxz_A 49.894_55.630_19.711
3d2r_AB -17.137_7.245_27.309
5cnj_AB 6.825_34.505_-27.660
5ee8_A 8.172_8.986_4.452
5l9i_A 12.064_48.770_-1.147
1ikx_AB -10.515_142.041_174.597
4gu9_A 11.869_27.054_-42.346
5sz9_A -23.358_-35.347_-11.715
6ekd_A 10.327_33.402_13.755
5h5f_A -21.219_24.349_28.745
1xp6_A 31.510_-1.886_24.045
6cdc_A 49.953_94.649_22.153
4ui3_AC -39.339_-11.798_11.747
4a9i_AB 18.303_10.436_-10.725
2rka_A 14.735_4.192_18.511
3ncz_AB -14.788_-2.192_41.152
5v5n_A -14.899_-48.783_-16.481
4qoc_A 27.037_0.181_-17.189
5os3_A -11.426_12.583_-16.497
6fgq_A -24.543_-21.431_-1.576
3c1x_A 0.874_8.384_54.959
3c1k_AB 15.897_-14.824_22.168
2wf2_A 30.374_1.145_34.773
4wy3_A -25.106_-40.294_2.877
6n78_A -24.988_3.641_-1.527
3ao4_AB -0.570_9.971_-6.104
5t8q_A 17.041_41.671_7.139
4ofl_A 18.238_24.130_38.693
3krw_ABG 35.675_-6.612_53.568
5d6y_A 43.463_-45.851_-17.908
1n0t_AC 7.233_30.998_-1.226
4hvs_A 16.250_-2.957_8.995
5w6r_ABIJ 23.376_-10.166_66.517
3oe4_A 20.379_-29.758_9.952
5o58_A 2.270_-8.214_-15.046
2qp8_A 24.042_12.777_23.286
3o1g_A 10.312_-3.415_5.848
4mbc_A 14.141_28.482_7.487
4zw7_A 89.707_119.866_131.545
2q8s_AB 18.168_63.905_12.988
5tq5_A 4.156_-1.534_11.352
4kn2_A 40.489_5.707_40.551
1i7g_A 37.534_34.798_39.218
2cli_AB 49.243_26.409_13.667
5g46_AC -26.925_3.798_-33.918
3kc3_AFH -6.602_56.139_-10.693
5nin_B 4.141_-28.542_-15.847
6cct_A -7.004_13.032_-1.936
4g0p_A 28.142_31.151_38.141
2c4g_AB -13.727_214.291_104.357
3hku_A 16.579_3.845_13.006
3pp7_AB 29.108_21.047_45.977
6h4u_A -23.463_-24.923_-21.016
3g0g_ABEFGH 42.668_2.063_15.222
3uzd_A 3.881_13.863_15.453
3l5c_A 22.786_12.997_22.259
5a5s_A -15.484_-10.565_5.428
1qkn_A 21.468_29.869_8.028
5n1x_B -9.975_18.771_0.611
6fdp_A 30.527_31.093_23.130
3ka2_A 5.527_-2.482_13.858
3q71_A -25.139_15.157_-24.244
6dpy_A 19.999_7.313_-25.738
1o3b_A 43.547_-0.914_31.102
4d2w_AD -2.973_-6.188_-11.581
3uwk_A 20.342_4.813_-6.664
6nzr_AB 13.244_-2.813_29.928
1rgl_A 22.154_11.599_-0.534
4mme_A 102.890_22.295_35.592
5tzh_A 7.475_5.412_3.796
1ya4_ABC 2.008_42.033_40.458
4av0_A -16.075_64.620_20.963
5g2b_A 27.044_12.792_-4.662
5ngb_A 12.073_-6.609_23.044
1fo2_A 37.683_40.584_25.081
3ctr_A 28.108_18.808_-0.124
1nfs_AB 9.777_6.478_13.311
3btc_AB -69.865_-45.261_5.366
4cy1_A 15.390_-15.006_-30.697
3lq8_A -0.836_3.872_29.028
3fr2_A 20.860_4.530_1.174
5uis_A 19.725_6.517_2.483
1g3b_A 42.951_-3.128_28.503
3lxs_A 51.839_-7.293_21.413
4bgh_A 10.898_-8.977_10.790
3ewc_A -4.515_22.665_-10.172
4f39_A 2.335_23.727_16.056
3svj_P 23.329_-8.083_6.286
2z97_A -19.384_-12.693_8.710
4r4t_A 0.558_9.649_0.835
5wle_A -2.924_-4.578_43.888
3h59_A -10.325_-8.343_11.447
2gnf_AI 9.629_8.934_43.105
2wxo_A -9.293_0.373_24.025
3p3u_AB 0.185_0.283_-5.233
3d1y_AB 17.731_22.964_18.001
4ksy_A 47.082_5.120_-17.830
1q1y_A -16.657_145.000_46.995
1epo_E 35.233_-8.057_-0.155
3o9v_ABCDEFGHI 43.063_35.140_16.215
2jb5_HL 23.960_4.488_36.233
4pv7_AB -11.612_40.796_30.730
4yl0_A 14.398_16.206_31.732
4o36_B -15.546_-3.876_14.176
4bpj_A 6.506_27.536_13.541
5t19_A -1.959_63.419_2.233
4b34_A 19.629_6.805_-2.487
5gmj_ABD 82.848_15.452_41.298
6g46_ABCDEFGHIJKLM -70.038_34.022_-43.318
5u8a_A -16.340_-25.041_23.537
4ux4_A -39.611_-12.126_12.035
5eie_ABC 27.998_21.417_14.104
2bmv_A 19.575_36.304_39.086
5vcx_A 20.194_5.569_3.752
4x47_A -9.989_42.729_-14.449
4mk0_ABG -19.386_28.018_17.900
1zxv_A 84.832_40.437_138.081
1kvo_AB -39.891_64.005_34.045
5dms_A -48.847_-5.518_75.197
3s4q_A 2.131_-4.148_20.135
3unn_A -10.067_11.095_-6.550
5wbm_AB -18.087_-24.656_-16.303
4dkp_A 27.462_-14.266_37.198
4ps3_A 17.659_60.896_22.325
5cso_A 22.187_5.557_-4.477
3hau_A 5.366_-1.527_13.451
5a3t_A 81.622_63.194_13.612
4ks4_A 205.873_72.403_-124.646
3mhl_A -4.662_5.617_13.275
6cwf_A -32.941_43.373_15.538
4fri_A 69.759_49.824_8.022
4j26_A -8.768_13.202_15.499
3tjm_A 1.855_63.170_53.596
2w3l_A 39.468_27.066_-12.372
1j19_A 54.869_45.141_29.672
4abf_A 2.203_-14.006_16.461
6fs1_A 10.764_0.564_27.161
4h38_AB 44.386_31.310_60.557
5ets_B 29.982_4.790_-21.793
4n1t_A 15.400_-11.139_3.068
4omd_A 27.635_29.117_-5.968
1m0q_A 16.887_50.952_17.314
3a1e_AB 77.874_11.765_43.239
6a9o_EF 22.540_223.167_51.233
4rx9_A 1.048_2.124_13.200
2ban_AB 144.249_-24.108_73.460
6ajr_A -9.149_-7.194_-6.389
2ork_ABC 28.473_19.343_-24.853
4pl0_AB -32.345_-27.757_16.182
5ehn_AB 33.078_23.460_10.877
3ud8_AD 27.659_-7.348_-20.759
5km0_AB 63.292_31.700_23.755
1tkz_AB 2.167_-36.928_21.699
4l7o_A 21.359_-3.383_12.459
5csh_A -3.537_167.828_399.268
6c28_BC 127.044_0.766_174.746
6ql3_A 16.632_6.199_13.666
4f7n_AB -3.713_-22.081_155.165
5mym_AB 29.843_-11.965_24.804
2bj4_ABD 25.303_58.012_32.870
3v8s_AB -45.510_2.695_31.869
5u12_AB -2.626_-7.822_69.368
3k05_A 11.774_-10.522_-29.749
5dgw_AB 15.416_21.937_16.762
4mmm_A 18.955_9.307_17.755
4u0b_ABCDEFNOPQR -5.346_67.046_-6.937
2uw7_AI 9.826_9.684_3.416
3lnj_ABCD 6.767_-44.212_4.125
1g5s_A 13.233_-8.769_11.290
3mg8_12ABCDEFGHIJKLMNOPQRSTUVWXYZ 9.918_-135.768_18.578
5tef_A 36.416_66.937_30.065
2xhx_A 15.358_-3.210_7.750
5hoa_A 17.716_-13.025_60.779
3s75_B 15.761_2.161_15.902
2jjr_A 21.552_-17.817_-18.523
6ek3_AB -32.531_15.372_170.045
3hbo_A 5.280_-1.370_13.484
1xa5_A 13.849_24.120_131.912
6g29_A -4.235_8.044_-21.463
1apv_E 20.615_8.191_20.593
4e0w_A -3.559_29.288_-15.764
4mi3_A 35.748_24.456_30.111
5svk_ACD 207.947_177.840_197.650
6j63_AB 30.265_-22.880_4.609
5zef_AB -2.632_-18.577_12.802
4tz2_A 24.972_-44.480_10.229
6ggf_A 91.165_95.277_-44.007
3rwj_AB -2.503_1.393_-18.317
1gcz_ABC 61.669_26.654_18.221
6bc9_A -3.584_3.661_13.759
1pme_A -12.740_13.254_40.825
3r9o_A -65.885_-80.534_-11.777
4ov5_AB 45.447_-14.562_18.992
2w47_AB -1.865_14.882_8.948
4oon_A -37.435_11.070_1.795
4n7u_A 23.323_-0.208_148.568
5nk7_A -85.749_-15.749_6.349
1cbx_A -2.381_29.821_-9.656
3jvr_A 30.920_-3.286_19.444
4v27_A 23.146_3.773_-6.198
5vo1_A 5.635_13.822_30.981
5kcv_A -9.442_-0.335_-17.491
4qw4_ABCDEFGHIJKLMNOPQRSTUVWXYZab 60.547_-134.663_37.057
1vik_AB 12.688_22.115_5.826
3w2p_A 144.333_23.507_49.663
3nw6_A -16.058_3.282_10.925
2ony_A 27.720_44.846_15.617
6hay_ABCD -31.693_14.210_-28.066
6iez_A -33.515_3.189_-7.169
4lm1_A 4.158_13.253_42.850
1z4n_A 5.417_-4.096_12.307
4y5s_AB 136.325_3.418_121.079
2uz6_ABCDELMNO 61.000_36.929_93.401
5sz5_A 17.175_4.836_15.042
5uig_A 147.192_36.770_17.443
4mrf_A 10.645_-4.836_-0.522
6s43_ABCD 168.866_-12.298_30.975
5yyf_A 19.203_-9.101_36.962
3h2f_A -78.682_86.069_93.572
6g6t_A -3.431_2.661_13.447
4u4s_AB -15.809_46.467_-4.563
4l8m_A -2.804_0.779_-22.552
3tcg_A 15.866_-22.345_10.968
3bzi_A -1.306_-22.698_9.338
3fzc_A 103.129_33.104_32.016
5gut_A -16.154_-1.436_-4.315
4an3_A 4.242_33.973_5.317
3jup_AB 41.122_1.125_92.613
3fjz_A 60.150_8.419_28.963
4x14_ABCDEFGH 1.500_3.188_18.253
2kbr_A -9.287_-0.831_6.389
5eol_A -19.178_-36.958_1.987
6ezi_A 11.572_22.924_79.908
3tjc_A 113.940_65.712_8.836
4jmu_A 19.222_-0.528_15.673
5dh3_AB 29.250_19.902_43.007
5oa6_A 10.361_-11.347_-19.942
2krd_C 52.861_8.823_5.455
6bbv_A -5.693_1.050_8.062
4j06_A -26.181_50.548_55.697
1yyr_AB -20.443_109.619_16.035
4w4y_A 4.527_-29.606_-33.398
2e92_AB 28.869_45.913_7.744
3kfc_AB 15.425_53.035_28.771
5y5n_A 48.913_56.705_23.503
4kql_A 43.475_56.767_17.418
6ex1_A 12.463_35.168_15.429
6c3n_AB -11.336_-25.628_21.219
5lsg_A 18.252_17.843_14.205
1uho_A 2.012_68.450_83.152
2jaj_A 14.954_3.753_63.097
4fc0_AB 44.804_-35.717_7.174
3c84_ABCDE -12.116_19.930_62.127
5w0i_A 1.040_2.947_-2.139
6hke_A 10.730_31.821_2.315
5y5w_A -5.576_9.746_-30.905
6d56_ABC 35.269_29.788_22.442
1fcy_A 41.042_15.157_83.462
6o0m_A -15.240_2.109_-10.317
2oqv_AB 15.778_54.811_22.191
3e63_A 32.992_38.725_37.218
3uyt_A -5.494_-6.701_-10.494
2kce_AB 14.407_14.267_34.644
2x7c_A -6.460_15.295_30.929
3mb7_A 22.740_7.989_14.089
1lek_ABC 42.483_58.575_-5.623
5syn_A 27.573_-5.380_43.298
4pqn_A -15.392_18.476_28.885
5l4h_ABCDE 61.438_-26.062_55.036
5mxv_A -12.186_-28.057_2.586
6m9f_A 24.413_12.347_8.774
6cfd_ABCDEFGIKLMNST 0.221_103.280_3.841
1m0b_AB -9.880_14.719_1.070
5tyk_A 14.553_6.825_-20.338
4b81_AB 28.453_20.450_12.694
4nzm_A 0.298_20.832_11.527
2kvm_A 9.543_6.849_3.155
2wez_A 29.980_1.618_34.382
4bcg_AB 54.708_-18.610_-12.048
5aut_A -22.594_1.797_-10.611
3k27_A -18.277_31.088_-29.073
4n6z_A -18.104_36.527_-2.259
4a4v_A -16.080_21.775_-47.821
3hio_A -20.879_3.474_12.591
2vj8_A 13.400_42.045_66.661
5hwv_AB -6.323_4.813_-29.022
5jf3_A -6.729_-1.009_10.044
1pi4_A 24.306_6.269_14.215
4m5u_A 11.490_22.184_-12.970
3bgl_ABCD 2.894_5.388_-12.032
4zyc_A 1.454_3.126_20.458
1jje_A 57.636_24.560_34.345
2vw5_A 40.387_-8.816_36.823
6h4t_A -20.993_-16.759_-22.173
1npz_A -16.755_59.859_-40.144
1dva_AHL 40.904_6.537_-1.886
5ar0_A 5.721_9.887_-6.476
6fby_ACD 14.383_-9.184_-11.237
6anl_A 16.333_5.495_-3.518
4w4v_A 74.098_77.048_33.555
4ql1_A -11.369_-26.399_1.281
1il5_A -15.708_35.908_40.626
2uy5_A 39.330_23.932_25.834
2p3g_X 82.894_261.034_108.669
3zqt_A 16.976_17.760_29.691
3db6_A 88.790_77.434_23.644
3puj_A 16.741_53.420_-59.009
4ly9_A 37.481_-23.134_16.253
4anu_A 45.313_12.537_31.283
6hzv_A 9.218_25.458_4.638
5dtt_AC 76.739_231.651_35.468
2avs_AB 20.642_31.258_13.938
1zgb_A 2.004_64.130_69.238
2hk5_A 47.818_7.842_-2.335
5xvf_A 78.138_28.607_193.841
2o1c_A -24.490_1.348_64.560
6i5i_A 19.227_44.760_12.421
4hzx_ABC 30.837_8.117_-35.564
5fiv_A 23.553_3.049_29.693
2qhm_A 15.413_-3.158_12.761
3fl8_A 20.506_-29.556_-2.262
4rss_A -18.244_-7.760_-12.693
3m2w_A 37.624_5.776_17.422
4p6x_AB 4.262_32.384_-7.276
5m3b_A -39.335_-32.398_-19.439
6msy_AHL 0.164_-9.763_13.872
2f81_AB 13.310_63.494_17.083
5aqq_EF 327.518_5.246_254.084
6hk4_A -14.054_1.769_-5.912
4u44_AB -15.336_-3.936_29.064
3ies_A -30.020_6.856_-10.993
4mwq_AB -17.370_62.605_-26.795
6hrx_AB -14.428_4.453_7.015
4gwi_AB -3.800_-3.664_-19.680
5v88_A 0.506_8.448_-10.069
5tyi_AB 20.545_8.817_-22.107
4zhl_U 3.821_-29.441_-26.172
1lkx_A 122.569_83.312_-8.855
4mw2_B -42.072_14.081_9.858
3tu9_ABCD 4.504_-30.791_50.208
1fax_AL 7.804_5.811_21.644
1gnm_AB -7.779_16.838_25.481
5fjw_A 61.874_-1.916_143.672
3chq_A 10.592_40.353_68.097
1tnk_A 29.178_14.632_16.674
5w7u_A 130.404_104.639_285.381
4myd_A 27.345_74.890_11.047
2b52_A 79.915_62.314_12.690
3mea_A 23.427_22.008_12.490
2oaz_A 18.188_30.582_18.353
1g2a_A 44.894_7.140_13.510
4r4o_A 1.097_9.803_0.828
5iui_A 75.123_66.020_8.427
3h2n_A -78.072_85.720_93.167
5ehr_A 23.479_41.421_4.153
4zx8_ABCDEF 82.792_16.209_31.073
4x6j_A 50.531_20.800_15.311
4mdn_A -17.712_-4.735_1.679
5iz8_A 19.996_82.405_315.691
2oi0_A 44.105_29.020_2.643
6a03_AB -7.632_3.134_12.208
4fs4_AB 25.273_10.498_21.575
5owh_A 19.129_-2.430_21.219
2ph6_A 30.401_42.227_2.247
4zud_A -41.464_63.656_28.399
2xj7_AB 0.895_-31.328_34.425
3i60_A 8.427_-3.859_44.580
2a29_A 111.683_1.670_-6.401
3mvh_AB 18.208_-2.502_27.809
3da6_A -20.593_12.444_-32.592
3e12_AB 36.075_53.671_18.569
5myv_A -79.227_47.903_-19.895
5gmh_ABCDE -15.010_-28.415_-12.061
5f2f_A -6.142_8.266_10.332
1oj5_A 16.735_16.649_30.502
5fni_A -5.294_2.543_14.633
1tcw_AB 62.565_19.366_24.658
4mex_ABCDEF 19.181_103.999_4.516
6bef_ABC 94.444_104.036_41.710
4azf_A 32.420_23.314_19.574
5ny1_A -1.480_7.494_13.711
2j83_AB 26.664_50.371_97.548
2qe5_A 2.696_73.531_145.678
5nu1_AP 12.096_-0.467_107.008
3t0w_AB -22.267_-0.783_-11.035
5evb_A -17.620_26.171_-2.026
1g6g_ABF -0.029_24.759_2.373
4u6z_A 22.732_-4.934_10.577
4eh2_A 3.787_-0.943_20.638
2az8_A -26.025_37.855_22.627
5unp_A 0.129_-38.317_-28.529
4w53_A -33.570_6.307_3.819
3ik1_A -27.976_9.563_27.204
4jai_A -7.521_-28.568_8.221
4x3e_A 9.642_-16.231_-2.957
3l59_A 21.630_11.515_23.378
1qan_A 16.979_36.148_24.700
2c4v_A 97.105_-23.582_87.190
5adt_AB 9.028_2.048_21.955
4xub_A 69.965_38.364_0.751
4tkf_A 21.568_39.776_0.938
6bau_ABC 4.119_-10.658_-4.505
3hv3_A -1.112_-3.533_-16.899
4r5g_AB -16.101_53.600_-2.371
6nng_ABCDEF 17.160_-67.094_-41.363
3wgw_A -45.177_-3.505_43.168
4rxa_A -1.539_37.077_-11.112
4rao_ABCD 26.733_8.831_12.034
6haj_B 0.003_10.824_-13.280
5a4t_A 8.012_-16.086_46.908
1qb1_A 12.019_40.065_12.822
2w2u_A 22.685_3.213_43.187
5nud_A 24.224_-2.212_-54.869
4gkm_AB -27.660_-32.364_8.059
3m2u_ABCDEF 23.609_36.997_-16.920
6qqq_AB -22.169_-20.751_10.364
5xst_A 25.854_-13.729_-23.806
5e90_A 0.690_7.098_5.685
2kfx_T 80.794_2.821_-1.892
4ea2_A -23.543_-15.930_-7.732
3r8u_A -65.963_-116.572_-47.384
1gi6_A 43.669_-2.122_29.495
5mar_A 8.560_-36.830_3.150
4e8w_A 19.610_-39.713_-23.502
5kbi_AB 29.781_2.702_-13.730
3apc_A 115.603_15.286_31.187
4q09_A -3.755_4.957_13.854
5eld_ABCDEFGHI -1.108_-3.936_-29.672
5aqv_AB -21.840_1.356_27.488
2ye9_A 33.023_9.264_24.567
4eoh_AB 28.516_6.482_39.715
5ku9_A -2.178_-7.148_26.215
5uf0_A -13.803_12.322_1.426
3wz6_A 43.885_6.260_8.852
4aji_ABCD 13.404_-14.819_9.244
4o2c_AB 0.212_12.991_36.646
4ps5_A 24.649_10.088_33.126
3qd4_A -46.882_19.432_12.214
6bik_A 103.974_-46.098_-9.067
5sz0_A -0.410_3.203_84.581
3qn7_A -41.578_21.871_-0.006
5l4f_AB 86.355_-0.514_69.189
4mnq_ABDE 35.131_-2.186_-19.019
1m1b_AB 29.069_68.555_74.042
3ejq_A 28.855_66.564_8.915
5wa8_AB -30.666_5.796_-27.512
6jax_ABC -11.201_11.504_4.929
4c4h_A 0.935_-37.347_-12.291
6m95_A -20.190_-0.802_-22.799
1ow7_ABCEF 28.434_28.374_19.723
4bs5_A -2.967_-8.031_26.636
5izc_ABCD 7.429_-14.940_14.812
4tk1_ABD -15.543_20.948_-19.860
3sfh_A 8.775_14.140_-23.354
2v0n_AB 78.220_62.666_67.048
6axq_A 19.923_-30.294_-9.583
5lne_AC -13.577_-18.927_36.753
2r05_A -63.893_-33.617_-56.625
3t8v_A 14.754_8.669_15.518
2yj9_A 8.703_36.154_19.564
4wn0_A 35.908_-40.268_-15.100
5jf6_A -5.724_-0.823_10.622
3u8m_ABCDE -32.140_77.190_-28.625
4e3i_A 23.182_5.105_12.407
6f2n_A 12.732_13.996_43.331
1c5z_AB 8.799_1.082_25.112
6cjr_A 21.539_109.587_-100.660
3osw_A 15.454_18.346_11.208
220l_A 29.622_10.062_1.211
6nzk_ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefg 244.690_153.541_223.460
2aei_HLT 31.811_7.871_9.644
4pd7_A 51.591_-19.209_-7.454
3r4m_A 55.408_36.168_87.384
2f9b_HLT 52.727_-7.580_9.249
3aya_AC 3.104_-1.155_-36.854
1haa_A 8.192_3.575_-4.011
3oxz_A 15.284_-7.177_17.811
3uxl_AC -22.111_-22.775_17.137
5f95_A 76.559_0.188_142.743
6a6w_A -53.785_24.387_-4.572
4fht_AB 33.314_40.710_22.884
4l2l_A 12.567_-13.890_16.462
3c4h_A 17.166_-7.324_11.579
2weq_A -22.797_34.883_-4.802
3gi6_AB 19.160_29.773_13.205
4re9_A 84.808_141.693_64.472
4x7o_A -41.777_48.049_-10.703
1y6q_AB 56.671_72.623_21.153
4mhy_A -20.630_20.062_-4.872
6apt_A 27.674_15.083_2.861
4lhm_A 32.297_-12.524_-4.894
3cpb_A 15.078_34.380_32.155
5t28_A 12.322_-5.157_23.284
5lto_A 46.387_68.685_24.441
5dht_ABCD 8.996_-19.809_-45.433
6gon_ABCD 14.645_-3.016_38.453
5k5c_AB 172.394_100.851_40.364
5kcx_A 23.453_39.414_-3.676
4hy9_A -40.718_32.690_-13.515
4pnq_A 24.887_48.506_-0.407
1k6t_AB 5.205_-1.733_14.017
1rql_AB 86.445_-5.876_7.422
3psb_A 83.288_6.929_-7.542
6npv_A 11.971_7.403_-34.289
6uyy_A 7.374_-12.649_1.606
2fuu_A -10.843_-1.460_-5.028
5ha1_A 2.008_-2.163_11.402
2etm_A -0.918_10.861_7.558
6idb_ABC 10.684_22.587_10.733
2h6k_A 12.746_4.123_43.739
2aia_A -5.097_25.927_-0.675
6cms_A 38.755_12.761_239.779
5u49_A 44.502_75.014_42.387
4z7f_AB -10.730_4.977_54.263
4nks_A 87.222_2.471_11.949
3oz1_A -19.959_-30.602_-10.661
4uvv_A -39.379_-12.253_12.462
1fj4_AB 4.738_-20.364_0.499
1ydt_EI 9.449_9.953_2.640
6d5h_ABC 35.238_30.129_22.163
5tw2_ABC -33.868_-1.739_-37.876
5nqr_AB 84.599_15.446_108.716
9icd_A 95.941_70.840_-3.675
4u8w_AB 13.271_20.540_17.122
1kv2_A 32.950_34.980_16.499
2bmc_A 8.896_-4.482_8.178
6nem_A 10.820_21.440_-13.924
2vnn_A 30.007_1.516_34.369
4odl_AF 55.057_-58.063_53.417
4xsy_ABCDEF 33.223_-98.349_-10.755
4mwc_B -42.428_13.958_9.965
4nnr_A 21.470_35.704_10.401
5yg3_AB 132.747_-15.357_96.312
3ktr_A -13.730_13.771_-4.903
6nnr_AB -10.234_24.603_11.932
3i6o_AB 16.876_-20.388_-5.472
1u33_A 14.014_15.166_39.005
4j0s_A 29.374_16.296_-1.170
1okx_A 99.174_-18.027_21.244
4lxa_A 31.313_5.918_13.557
4agm_A 91.527_99.518_-44.406
5dhh_A -9.386_28.921_-3.134
3fat_AB 10.927_51.383_20.022
2wn9_ABCDEF 30.063_-6.445_62.610
3ex2_AB 4.890_7.090_27.553
5y59_B 37.693_12.049_-23.901
1g3c_A 42.228_-1.750_28.518
5dda_A 11.559_11.338_-11.952
1azx_AI 7.418_42.827_14.172
2buc_ABEFGH -6.697_22.499_6.632
5ulg_AB -39.508_135.196_8.362
6cn8_A -13.311_20.534_-27.469
3zso_AB -9.964_45.996_1.423
1re1_AB 36.980_93.507_18.749
3ivx_AB 14.742_10.121_0.846
4a9r_A -9.472_49.366_9.206
5ea3_F 21.877_21.472_22.919
3bv9_AB 13.360_17.160_15.930
2fsa_A 36.252_15.141_60.302
4csy_AC 48.711_5.997_6.028
5yqw_AB -17.728_1.535_22.589
6e7x_ABE -12.867_-61.606_162.475
4k3n_ABCDEF 84.231_72.858_31.194
5t9u_A 73.979_56.374_65.525
6ibv_A -8.682_2.536_-15.321
3vyf_A 179.266_201.131_99.974
3v7x_A 18.601_9.030_14.313
1z6s_A 37.443_4.116_17.905
4c1f_A 17.003_12.847_8.492
6hzd_A 50.478_-35.095_-6.853
2j4z_A 36.730_51.636_20.109
5zia_AB -23.488_-111.706_75.368
6iar_A -0.028_-31.417_39.021
4eg6_B -43.146_-14.379_-9.974
1ela_A 38.522_18.744_38.524
4o4y_HL 0.951_25.554_-49.583
5tbj_ABCD 51.003_34.572_130.010
4len_A -5.327_53.271_13.247
5da3_A 14.703_-14.745_-16.326
5q0h_A 41.902_-20.644_29.678
